Home,Level,BOM Line,Item Description,Quantity,Item Type,QTY., UNIT PRICE , totPRICE , subtotal , PO , VENDOR ,Rule configured by,Item Rev Status,Find No.,Make/Buy,Unit Of Measure,Reference Designator,All Notes,VOC - Variant Occ. Config'd,HCVD - Has Classic Variant Data,Variant Conditions,EOC - Effective Occ. Config'd,Occurrence Effectivity ID,Item Revision Checked-Out,Has Active Markup,PDLC,DOCINT,DOCPDLC
930,3,BOM_RPO574441117/000 x 1,"REDUCING TEE H=4, R=12, W2=18, W1=9",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,720,,EACH,,,Y,False,,True,,,False,,,
931,3,BOM_RPO574440669/000 x 2,"LEFT REDUCER H=4, W2=12, W1=24",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,730,,EACH,,,Y,False,,True,,,False,,,
932,3,BOM_RPO574440740/000 x 2,"COVER FOR RIGHT REDUCER H=4, W2=6, W1=12",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,740,,EACH,,,Y,False,,True,,,False,,,
933,3,BOM_RPO574440757/000 x 1,"RIGHT REDUCER H=4, W2=24, W1=30",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,750,,EACH,,,Y,False,,True,,,False,,,
934,3,BOM_RPO574441103/000 x 1,"REDUCING TEE H=4, R=12, W2=30, W1=9",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,760,,EACH,,,Y,False,,True,,,False,,,
935,3,BOM_RPO574441622/000 x 1,"COVER FOR INSIDE 45 ELBOW R=12, W=12",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,770,,EACH,,,Y,False,,True,,,False,,,
936,3,BOM_RPO574441653/000 x 1,"INSIDE 45 ELBOW H=4, R=12, W=9",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,780,,EACH,,,Y,False,,True,,,False,,,
937,3,BOM_RPO574441726/000 x 1,"COVER FOR INSIDE 30 ELBOW R=12, W=6",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,790,,EACH,,,Y,False,,True,,,False,,,
938,3,BOM_RPO574441822/000 x 1,"COVER FOR OUTSIDE 90 ELBOW R=12, W=12",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,800,,EACH,,,Y,False,,True,,,False,,,
939,3,BOM_RPO574442128/000 x 1,"COVER FOR OUTSIDE 30 ELBOW R=12, W=6",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,810,,EACH,,,Y,False,,True,,,False,,,
940,3,BOM_RPO595100334/001 x 200,T-BAR FOR TWO CABLE WITH DIAMETER UP TO 1.25 INCHES,200,BOM,200,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,820,,EACH,,,Y,False,,True,,,False,,,
941,3,BOM_RPO574440657/000 x 1,"LEFT REDUCER H=4, W2=24, W1=30",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,830,,EACH,,,Y,False,,True,,,False,,,
942,3,BOM_RPO574440663/000 x 1,"LEFT REDUCER H=4, W2=9, W1=30",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,840,,EACH,,,Y,False,,True,,,False,,,
943,3,BOM_RPO574440679/000 x 1,"LEFT REDUCER H=4, W2=6, W1=18",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,850,,EACH,,,Y,False,,True,,,False,,,
944,3,BOM_RPO574440685/000 x 2,"LEFT REDUCER H=4, W2=6, W1=9",2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,860,,EACH,,,Y,False,,True,,,False,,,
945,3,BOM_RPO574440773/000 x 1,"RIGHT REDUCER H=4, W2=6, W1=24",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,870,,EACH,,,Y,False,,True,,,False,,,
946,1,K063EIH25_0506053/001 x 1,ELECTRICAL CONDUITS 1ST MTO,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,700,,EACH,,,Y,False,,True,,,False,,,
947,2,BOM_SKO2600572/000 x 1,PRIMARY CONDUIT,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K063EIH22_0506053..1.000000,Y,False,,True,,,False,,,
948,3,BOM_RTO86209/000 x 50,ALUMINUM CONDUIT BAR,50,BOM,50,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
949,3,BOM_RTO86229/000 x 120,ALUMINUM BUSHING,120,BOM,120,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
950,3,BOM_RTO86214/000 x 40,COUPLING ALUMINUM SLEEVE,40,BOM,40,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
951,3,BOM_RTO86239/000 x 20,ELBOW 90 ALUMINUM,20,BOM,20,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
952,1,K965ECA95_0506053/002 x 1,LOCAL ELECTRICAL ROOM (A) - ASSEMBLY,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyReleased,710,,EACH,,,Y,False,,True,,,False,,,
953,2,K065ECA83_0506053/003 x 1,LOCAL ELECTRICAL ROOMS (A) - ROUTING LIST,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyReleased,10,,EACH,,,Y,False,,True,,,False,,,
954,3,K065ECA73_0506053/019 x 1,LOCAL ELECTRICAL ROOMS (A) - FARM OUT,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,10,,EACH,,,Y,False,,True,,,False,,,
955,4,BOM_RMO5052217/000 x 1,MAIN MOTOR EXCITATION PANEL,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,140,,EACH,,"SupplyType,RefDesgComment",Y,False,,True,,,False,,,
956,4,BOM_RMO5052217/000 x 1,MAIN MOTOR EXCITATION PANEL,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,150,,EACH,,"SupplyType,RefDesgComment",Y,False,,True,,,False,,,
957,4,BOM_RPO51393/000 x 1,FGS SYSTEM,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,330,,EACH,,RefDesgComment: K055CPC01_0506053..1.000000,Y,False,,True,,,False,,,
958,4,K865ECA01_0506053/001 x 1,ITEM #1 RELOCATION IN E-HOUSE - ROUTING LIST,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyReleased,340,,EACH,,,Y,False,,True,,,False,,,
959,5,K765ECA01_0506053/000 x 1,DISTRIBUITED CONTROL SYSTEM (DCS) TRAIN A RECALL CODE,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyReleased,10,,EACH,,SupplyType: Supplier,Y,False,,True,,,False,,,
960,4,K865ECA02_0506053/001 x 1,ITEM #2 RELOCATION IN E-HOUSE - ROUTING LIST,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyReleased,350,,EACH,,,Y,False,,True,,,False,,,
961,5,K765ECA02_0506053/000 x 1,DISTRIBUITED CONTROL SYSTEM (DCS) TRAIN B RECALL CODE,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyReleased,10,,EACH,,SupplyType: Supplier,Y,False,,True,,,False,,,
962,4,K865ECA03_0506053/001 x 1,ITEM #3 RELOCATION IN E-HOUSE - ROUTING LIST,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyReleased,360,,EACH,,,Y,False,,True,,,False,,,
963,5,K765ECA03_0506053/000 x 1,NETWORK PANEL RECALL CODE,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyReleased,10,,EACH,,SupplyType: Supplier,Y,False,,True,,,False,,,
964,3,K065ECA01_0506053/000 x 1,LOCAL ELECTRICAL ROOMS (A) - SUPPLY SPECIFICATION,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyReleased,20,,EACH,,,Y,False,,True,,,False,,,
965,1,K071SMA00_0506053/001 x 1,MODULE PIPING SUPPORTS BALANCE,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,720,,EACH,,,Y,False,,True,,,False,,,
966,2,BOM_SKO2148302/000 x 1,Piping cryo support supply spec,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K071SMA01_0506053..1.000000,Y,False,,True,,,False,,,
967,3,BOM_SKO2148300/000 x 1,CRYOGENIC PIPING SUPPORT SUPPLY SPECIFICATION,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
968,1,K071SMA20_0506053/001 x 1,PIPING SPECIAL SUPPORT,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,730,,EACH,,,Y,False,,True,,,False,,,
969,2,BOM_SKO2000893/002 x 1,BLOCK LTS TRAIN #A - PIPING SPECIAL SUPPORTS MTO,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K071SMA02_0506053..1.000000,Y,False,,True,,,False,,,
970,3,BOM_RAO107640001/000 x 1,"SPRING SUPPORT FOR LINE 42""-MR05010-C3A",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
971,3,BOM_RAO107640002/000 x 1,SPRING SUPPORT FOR LINE 30”-MR05020-C3A,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,,Y,False,,True,,,False,,,
972,3,BOM_RAO107640003/000 x 1,SPRING SUPPORT FOR LINE 30-MR05040-C3A,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,30,,EACH,,,Y,False,,True,,,False,,,
973,3,BOM_RAO107640004/000 x 1,SPRING SUPPORT FOR LINE 20-MR05050-C3A,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,40,,EACH,,,Y,False,,True,,,False,,,
974,3,BOM_RAO107640005/000 x 1,SPRING SUPPORT FOR LINE 16-MR05081-S3Y,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,,Y,False,,True,,,False,,,
975,3,BOM_RAO107640006/000 x 1,SPRING SUPPORT FOR LINE 42-MR05190-S3Y,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,,Y,False,,True,,,False,,,
976,3,BOM_RAO107640007/000 x 1,SPRING SUPPORT FOR LINE 10-NG04011-S6Y,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,70,,EACH,,,Y,False,,True,,,False,,,
977,3,BOM_RAO107640008/000 x 1,SPRING SUPPORT FOR LINE 4-NG04050-S3Y,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,80,,EACH,,,Y,False,,True,,,False,,,
978,3,BOM_RAO107640009/000 x 1,SPRING SUPPORT FOR LINE 3-NL04032-S6Y,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,90,,EACH,,,Y,False,,True,,,False,,,
979,3,BOM_RAO107640010/000 x 1,VERTICAL ROD FOR LINE 30-MR05030-C3A,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,100,,EACH,,,Y,False,,True,,,False,,,
980,3,BOM_RAO107640011/000 x 2,VERTICAL ROD FOR LINE 30-MR05030-C3A,2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,110,,EACH,,,Y,False,,True,,,False,,,
981,3,BOM_RAO107640012/000 x 1,VERTICAL ROD FOR LINE 30-MR05030-C3A,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,120,,EACH,,,Y,False,,True,,,False,,,
982,3,BOM_RAO107640013/000 x 2,VERTICAL ROD FOR LINE 20-MR05060-C3A,2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,130,,EACH,,,Y,False,,True,,,False,,,
983,3,BOM_RAO107640014/000 x 1,VERTICAL ROD FOR LINE 26-MR05064-C3A,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,140,,EACH,,,Y,False,,True,,,False,,,
984,3,BOM_RAO107640015/000 x 1,VERTICAL ROD FOR LINE 16-MR05081-S3Y,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,150,,EACH,,,Y,False,,True,,,False,,,
985,3,BOM_RAO107640016/000 x 2,SNUBBER FOR LINE 42-MR05190-S3Y,2,BOM,2,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,160,,EACH,,,Y,False,,True,,,False,,,
986,3,BOM_RAO107640017/000 x 1,VERTICAL ROD FOR 10-NG04011-S6Y,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,170,,EACH,,,Y,False,,True,,,False,,,
987,3,BOM_RAO1076418/000 x 1,"VERTICAL ROD FOR 24""-MR05054-C3A",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,180,,EACH,,,Y,False,,True,,,False,,,
988,1,K071SMP00_0506053/001 x 1,MODULE PIPING SUPPORTS 1MTO,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,750,,EACH,,,Y,False,,True,,,False,,,
989,2,BOM_SKO2148301/000 x 1,Piping support supply spec,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K071SMP01_0506053..1.000000,Y,False,,True,,,False,,,
990,3,BOM_SKO2148299/000 x 1,PIPING SUPPORT SUPPLY SPECIFICATION,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
991,1,K075KLC00_0506053/001 x 1,MANUAL HOIST,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,790,,EACH,,,Y,False,,True,,,False,,,
992,2,BOM_SKO2103156/000 x 1,MANUAL HOIST,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K075KLC01_0506053..1.000000,Y,False,,True,,,False,,,
993,3,BOM_RGO0114101/000 x 1,1 Ton Davit for general maintenance,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,,Y,False,,True,,,False,,,
994,1,K090SMM00_0506053/001 x 1,MODULE MAIN AND SECONDARY STRUCTURES,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,830,,EACH,,,Y,False,,True,,,False,,,
995,2,BOM_RFO41125/000 x 1,SPECIFICATION FOR STEEL STRUCTURE,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K090SMM01_0506053..1.000000,Y,False,,True,,,False,,,
996,1,K005PTA99_0506053/000 x 1,PREFABRICATED PIPING (1/2/3 MTO),1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyReleased,850,,EACH,,,Y,False,,True,,,False,,,
997,2,K005PTA90_0506053/000 x 1,PREFABRICATED PIPING TOTAL ASSEMBLY,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyReleased,10,,EACH,,,Y,False,,True,,,False,,,
998,3,K005PTA70_0506053/002 x 1,PREFABRICATED PIPING ROUTING LIST 1ST MTO,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,10,,EACH,,,Y,False,,True,,,False,,,
999,4,K005PTA95_0506053/004 x 1,PREFABRICATED PIPING 1ST MTO ASSEMBLY,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,10,,EACH,,,Y,False,,True,,,False,,,
1000,5,BOM_SKO2103000/000 x 1,MR Z0104 STAINLESS STEEL PIPES,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K005PTA33_0506053..1.000000,Y,False,,True,,,False,,,
1001,5,BOM_SKO2102999/000 x 1,MR Z0101 CARBON STEEL PIPES,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,RefDesgComment: K005PTA34_0506053..1.000000,Y,False,,True,,,False,,,
1002,5,BOM_SKO2102998/000 x 1,MR G1901 STEEL FITTING,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,RefDesgComment: K005PTA37_0506053..1.000000,Y,False,,True,,,False,,,
1003,5,BOM_SKO2102997/000 x 1,MR G1801 INSERT/FORGED FITTING,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,RefDesgComment: K005PTA38_0506053..1.000000,Y,False,,True,,,False,,,
1004,5,BOM_SKO2102995/000 x 1,MR G1051 STEEL FLANGE,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,80,,EACH,,RefDesgComment: K005PTA41_0506053..1.000000,Y,False,,True,,,False,,,
1005,5,BOM_SKO2102996/000 x 1,MR G1052 STEEL FLANGE,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,90,,EACH,,RefDesgComment: K005PTA42_0506053..1.000000,Y,False,,True,,,False,,,
1006,4,BOM_RRO02236/001 x 1,FIRST MTO FARM OUT LOT 1 SUPPLY SPEC,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,RefDesgComment: K005PTA91_0506053..1.000000,Y,False,,True,,,False,,,
1007,3,K005PTA71_0506053/002 x 1,PREFABRICATED PIPING ROUTING LIST 2ND MTO,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,20,,EACH,,,Y,False,,True,,,False,,,
1008,4,K005PTA96_0506053/004 x 1,PREFABRICATED PIPING 2ND MTO ASSEMBLY,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,10,,EACH,,,Y,False,,True,,,False,,,
1009,5,BOM_SKO2103127/000 x 1,SS PIPE,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K005PTA43_0506053..1.000000,Y,False,,True,,,False,,,
1010,5,BOM_SKO2103126/000 x 1,CS PIPE,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,RefDesgComment: K005PTA44_0506053..1.000000,Y,False,,True,,,False,,,
1011,5,BOM_SKO2103124/000 x 1,FITTINGS,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,RefDesgComment: K005PTA47_0506053..1.000000,Y,False,,True,,,False,,,
1012,5,BOM_SKO2103122/000 x 1,FORGED FITTINGS,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,RefDesgComment: K005PTA48_0506053..1.000000,Y,False,,True,,,False,,,
1013,5,BOM_SKO2103121/000 x 1,FLANGES <=600#,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,80,,EACH,,RefDesgComment: K005PTA50_0506053..1.000000,Y,False,,True,,,False,,,
1014,5,BOM_SKO2103123/000 x 1,FORGED FITTINGS,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,90,,EACH,,RefDesgComment: K005PTA51_0506053..1.000000,Y,False,,True,,,False,,,
1015,4,BOM_RRO02237/000 x 1,SECOND MTO FARM OUT LOT 2 SUPPLY SPEC,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,RefDesgComment: K005PTA92_0506053..1.000000,Y,False,,True,,,False,,,
1016,3,K005PTA72_0506053/002 x 1,PREFABRICATED PIPING ROUTING LIST 3RD MTO,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,30,,EACH,,,Y,False,,True,,,False,,,
1017,4,K005PTA97_0506053/004 x 1,PREFABRICATED PIPING BALANCE ASSEMBLY,1,Dummy,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",DummyRealized,10,,EACH,,,Y,False,,True,,,False,,,
1018,5,BOM_SKO2103164/000 x 1,SS Pipe,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,10,,EACH,,RefDesgComment: K005PTA53_0506053..1.000000,Y,False,,True,,,False,,,
1019,5,BOM_SKO2103163/000 x 1,CS Pipe,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,RefDesgComment: K005PTA54_0506053..1.000000,Y,False,,True,,,False,,,
1020,5,BOM_SKO2103161/000 x 1,"FORGED FITTINGS >2""",1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,50,,EACH,,RefDesgComment: K005PTA58_0506053..1.000000,Y,False,,True,,,False,,,
1021,5,BOM_SKO2103160/000 x 1,Forged fitting less than 2 inches,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,60,,EACH,,RefDesgComment: K005PTA59_0506053..1.000000,Y,False,,True,,,False,,,
1022,5,BOM_SKO2103157/000 x 1,Flanges less than 600 rating,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,80,,EACH,,RefDesgComment: K005PTA61_0506053..1.000000,Y,False,,True,,,False,,,
1023,5,BOM_SKO2103159/000 x 1,Fittings,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,90,,EACH,,RefDesgComment: K005PTA62_0506053..1.000000,Y,False,,True,,,False,,,
1024,4,BOM_RRO02238/000 x 1,BALANCE MTO FARM OUT LOT 3 SUPPLY SPEC,1,BOM,1,,,,,,"Has Status( Any Release Status, Configured Using Released Date ), Date( Today )",Released,20,,EACH,,RefDesgComment: K005PTA93_0506053..1.000000,Y,False,,True,,,False,,,
